Title	Link	Date	FR_Cit	n_pg	n_hit	n_lives*	n_sheep	n_cattle	n_trampl*	n_graz*	n_sediment*	n_water_qual	Species	Orig_URL	Doc_Type
"Endangered and Threatened Wildlife and Plants; Final Designation of Critical Habitat for Two Larkspurs From Coastal Northern California (Delphinium bakeri, Delphinium luteum)"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4079.pdf' target='_blank'>Link</a>	3/18/03	68 FR 12834 12863	30	30	3	6	0	1	18	0	2	Delphinium bakeri; Delphinium luteum	<a href='http://ecos.fws.gov/docs/federal_register/fr4079.pdf' target='_blank'>FWS Link</a>	NA
"Endangered and Threatened Wildlife and Plants; Final Designation or Nondesignation of Critical Habitat for 95 Plant Species From the Islands of Kauai and Niihau, HI; Final Rule (2 of 8)"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4086.pdf' target='_blank'>Link</a>	2/27/03	68 FR 9165 9214	50	49	0	0	2	1	45	0	1	Acaena exigua; Achyranthes mutica; Adenophorus periens; Alectryon macrococcus; Asplenium dielpallidum; Bonamia menziesii; Brighamia insignis; Centaurium sebaeoides; Ctenitis squamigera; Cyanea asarifolia; Cyanea recta; Cyanea remyi; Cyanea rivularis; Cyanea undulata; Cyperus pennatiformis; Cyperus trachysanthos; Cyrtandra cyaneoides; Cyrtandra limahuliensis; Delissea rhytidosperma; Delissea undulata; Diellia erecta; Diplazium molokaiense; Dubautia latifolia; Dubautia pauciflorula; Euphorbia haeleeleana; Euphorbia halemanui; Exocarpos luteolus; Flueggea neowawraea; Gouania meyenii; Hesperomannia lydgatei; Hibiscadelphus woodii; Hibiscus clayi; Hibiscus waimeae ssp. hannerae; Ischaemum byrone; Isodendrion laurifolium; Isodendrion longifolium; Isodendrion pyrifolium; Kadua cookiana; Kadua st.-johnii; Kokia kauaiensis; Labordia lydgatei; Labordia tinifolia var. wahiawaensis; Lipochaeta fauriei; Lipochaeta micrantha; Lipochaeta waimeaensis; Lobelia niihauensis; Lysimachia filifolia; Melicope haupuensis; Melicope knudsenii; Melicope pallida; Melicope quadrangularis; Myrsine linearifolia; Nothocestrum peltatum; Panicum niihauense; Peucedanum sandwicense; Phyllostegia knudsenii; Phyllostegia waimeae; Phyllostegia wawrana; Plantago princeps; Platanthera holochila; Poa mannii; Poa sandvicensis; Poa siphonoglossa; Polyscias racemosa; Pritchardia aylmer-robinsonii; Pritchardia napaliensis; Pritchardia viscosa; Pteralyxia kauaiensis; Remya kauaiensis; Remya montgomeryi; Schiedea apokremnos; Schiedea helleri; Schiedea kauaiensis; Schiedea lychnoides; Schiedea membranacea; Schiedea nuttallii; Schiedea spergulina var. leiopoda; Schiedea spergulina var. spergulina; Schiedea stellarioides; Schiedea viscosa; Sesbania tomentosa; Silene lanceolata; Solanum incompletum; Solanum sandwicense; Spermolepis hawaiiensis; Stenogyne campanulata; Vigna o-wahuensis; Viola helenae; Viola kauaiensis var. wahiawaensis; Wilkesia hobdyi; Xylosma crenatum; Zanthoxylum hawaiiense	<a href='http://ecos.fws.gov/docs/federal_register/fr4086.pdf' target='_blank'>FWS Link</a>	NA
"Endangered and Threatened Wildlife and Plants; Final Designation or Nondesignation of Critical Habitat for 95 Plant Species From the Islands of Kauai and Niihau, HI; Final Rule (3 of 8)"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4087.pdf' target='_blank'>Link</a>	2/27/03	68 FR 9215 9264	50	22	1	1	2	0	18	0	0	Acaena exigua; Achyranthes mutica; Adenophorus periens; Alectryon macrococcus; Asplenium dielpallidum; Bonamia menziesii; Brighamia insignis; Centaurium sebaeoides; Ctenitis squamigera; Cyanea asarifolia; Cyanea recta; Cyanea remyi; Cyanea rivularis; Cyanea undulata; Cyperus pennatiformis; Cyperus trachysanthos; Cyrtandra cyaneoides; Cyrtandra limahuliensis; Delissea rhytidosperma; Delissea undulata; Diellia erecta; Diplazium molokaiense; Dubautia latifolia; Dubautia pauciflorula; Euphorbia haeleeleana; Euphorbia halemanui; Exocarpos luteolus; Flueggea neowawraea; Gouania meyenii; Hesperomannia lydgatei; Hibiscadelphus woodii; Hibiscus clayi; Hibiscus waimeae ssp. hannerae; Ischaemum byrone; Isodendrion laurifolium; Isodendrion longifolium; Isodendrion pyrifolium; Kadua cookiana; Kadua st.-johnii; Kokia kauaiensis; Labordia lydgatei; Labordia tinifolia var. wahiawaensis; Lipochaeta fauriei; Lipochaeta micrantha; Lipochaeta waimeaensis; Lobelia niihauensis; Lysimachia filifolia; Melicope haupuensis; Melicope knudsenii; Melicope pallida; Melicope quadrangularis; Myrsine linearifolia; Nothocestrum peltatum; Panicum niihauense; Peucedanum sandwicense; Phyllostegia knudsenii; Phyllostegia waimeae; Phyllostegia wawrana; Plantago princeps; Platanthera holochila; Poa mannii; Poa sandvicensis; Poa siphonoglossa; Polyscias racemosa; Pritchardia aylmer-robinsonii; Pritchardia napaliensis; Pritchardia viscosa; Pteralyxia kauaiensis; Remya kauaiensis; Remya montgomeryi; Schiedea apokremnos; Schiedea helleri; Schiedea kauaiensis; Schiedea lychnoides; Schiedea membranacea; Schiedea nuttallii; Schiedea spergulina var. leiopoda; Schiedea spergulina var. spergulina; Schiedea stellarioides; Schiedea viscosa; Sesbania tomentosa; Silene lanceolata; Solanum incompletum; Solanum sandwicense; Spermolepis hawaiiensis; Stenogyne campanulata; Vigna o-wahuensis; Viola helenae; Viola kauaiensis var. wahiawaensis; Wilkesia hobdyi; Xylosma crenatum; Zanthoxylum hawaiiense	<a href='http://ecos.fws.gov/docs/federal_register/fr4087.pdf' target='_blank'>FWS Link</a>	NA
"Endangered and Threatened Wildlife and Plants; Final Designation or Nondesignation of Critical Habitat for 95 Plant Species From the Islands of Kauai and Niihau, HI; Final Rule (8 of 8)"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4092.pdf' target='_blank'>Link</a>	2/27/03	68 FR 9465 9479	15	14	0	0	0	0	14	0	0	Acaena exigua; Achyranthes mutica; Adenophorus periens; Alectryon macrococcus; Asplenium dielpallidum; Bonamia menziesii; Brighamia insignis; Centaurium sebaeoides; Ctenitis squamigera; Cyanea asarifolia; Cyanea recta; Cyanea remyi; Cyanea rivularis; Cyanea undulata; Cyperus pennatiformis; Cyperus trachysanthos; Cyrtandra cyaneoides; Cyrtandra limahuliensis; Delissea rhytidosperma; Delissea undulata; Diellia erecta; Diplazium molokaiense; Dubautia latifolia; Dubautia pauciflorula; Euphorbia haeleeleana; Euphorbia halemanui; Exocarpos luteolus; Flueggea neowawraea; Gouania meyenii; Hesperomannia lydgatei; Hibiscadelphus woodii; Hibiscus clayi; Hibiscus waimeae ssp. hannerae; Ischaemum byrone; Isodendrion laurifolium; Isodendrion longifolium; Isodendrion pyrifolium; Kadua cookiana; Kadua st.-johnii; Kokia kauaiensis; Labordia lydgatei; Labordia tinifolia var. wahiawaensis; Lipochaeta fauriei; Lipochaeta micrantha; Lipochaeta waimeaensis; Lobelia niihauensis; Lysimachia filifolia; Melicope haupuensis; Melicope knudsenii; Melicope pallida; Melicope quadrangularis; Myrsine linearifolia; Nothocestrum peltatum; Panicum niihauense; Peucedanum sandwicense; Phyllostegia knudsenii; Phyllostegia waimeae; Phyllostegia wawrana; Plantago princeps; Platanthera holochila; Poa mannii; Poa sandvicensis; Poa siphonoglossa; Polyscias racemosa; Pritchardia aylmer-robinsonii; Pritchardia napaliensis; Pritchardia viscosa; Pteralyxia kauaiensis; Remya kauaiensis; Remya montgomeryi; Schiedea apokremnos; Schiedea helleri; Schiedea kauaiensis; Schiedea lychnoides; Schiedea membranacea; Schiedea nuttallii; Schiedea spergulina var. leiopoda; Schiedea spergulina var. spergulina; Schiedea stellarioides; Schiedea viscosa; Sesbania tomentosa; Silene lanceolata; Solanum incompletum; Solanum sandwicense; Spermolepis hawaiiensis; Stenogyne campanulata; Vigna o-wahuensis; Viola helenae; Viola kauaiensis var. wahiawaensis; Wilkesia hobdyi; Xylosma crenatum; Zanthoxylum hawaiiense	<a href='http://ecos.fws.gov/docs/federal_register/fr4092.pdf' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants; 12-Month Finding for a Petition To List the Sierra Nevada Distinct Population Segment of the Mountain Yellow-legged Frog (Rana muscosa).	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4095.pdf' target='_blank'>Link</a>	1/16/03	68 FR 2283 2303	21	30	6	1	1	2	17	3	0	Rana muscosa	<a href='http://ecos.fws.gov/docs/federal_register/fr4095.pdf' target='_blank'>FWS Link</a>	NA
"Endangered and Threatened Wildlife and Plants; Designation of Critical Habitat for Five Plant Species From the Northwestern Hawaiian Islands, Hawaii"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4103.pdf' target='_blank'>Link</a>	5/22/03	68 FR 28054 28075	23	20	0	0	1	0	19	0	0	Amaranthus brownii; Cenchrus agrimonioides; Cyperus pennatiformis; Pritchardia remota; Schiedea verticillata; Sesbania tomentosa	<a href='http://ecos.fws.gov/docs/federal_register/fr4103.pdf' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants; Establishment of Nonessential Experimental Population Status and Reintroduction of Black-Footed Ferrets in South-Central South Dakota	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4110.pdf' target='_blank'>Link</a>	5/16/03	68 FR 26498 26510	13	14	3	0	0	0	11	0	0	Mustela nigripes	<a href='http://ecos.fws.gov/docs/federal_register/fr4110.pdf' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants; Reclassification of Lesquerella filiformis (Missouri Bladderpod) from Endangered to Threatened	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4111.pdf' target='_blank'>Link</a>	6/10/03	68 FR 34569 34576	8	11	1	0	1	2	7	0	0	Physaria filiformis	<a href='http://ecos.fws.gov/docs/federal_register/fr4111.pdf' target='_blank'>FWS Link</a>	NA
"Endangered and threatened wildlife and plants; final designations or nondesignations of critical habitat for 101 plant species from the island of Oahu, HI; final rule (1 of 10)"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4115.pdf' target='_blank'>Link</a>	6/17/03	68 FR 35950 35998	50	94	0	0	34	14	45	0	1	Abutilon sandwicense; Adenophorus periens; Alectryon macrococcus; Asplenium dielfalcatum; Asplenium unisorum; Bonamia menziesii; Cenchrus agrimonioides; Centaurium sebaeoides; Colubrina oppositifolia; Ctenitis squamigera; Cyanea acuminata; Cyanea crispa; Cyanea grimesiana ssp. grimesiana; Cyanea grimesiana ssp. obatae; Cyanea humboldtiana; Cyanea koolauensis; Cyanea longiflora; Cyanea pinnatifida; Cyanea st.-johnii; Cyanea superba; Cyanea truncata; Cyperus pennatiformis; Cyperus trachysanthos; Cyrtandra crenata; Cyrtandra dentata; Cyrtandra polyantha; Cyrtandra subumbellata; Cyrtandra viridiflora; Delissea subcordata; Diellia erecta; Diplazium molokaiense; Dubautia herbstobatae; Eragrostis fosbergii; Eugenia koolauensis; Euphorbia celastroides var. kaenana; Euphorbia deppeana; Euphorbia haeleeleana; Euphorbia herbstii; Euphorbia kuwaleana; Euphorbia rockii; Flueggea neowawraea; Gardenia mannii; Gouania meyenii; Gouania vitifolia; Hesperomannia arborescens; Hesperomannia arbuscula; Hibiscus brackenridgei; Huperzia nutans; Isodendrion laurifolium; Isodendrion longifolium; Isodendrion pyrifolium; Kadua coriacea; Kadua degeneri; Kadua parvula; Labordia cyrtandrae; Lepidium arbuscula; Lipochaeta lobata var. leptophylla; Lobelia koolauensis; Lobelia monostachya; Lobelia niihauensis; Lobelia oahuensis; Lysimachia filifolia; Marsilea villosa; Melanthera tenuifolia; Melicope lydgatei; Melicope pallida; Melicope saint-johnii; Myrsine juddii; Neraudia angulata; Nototrichium humile; Peucedanum sandwicense; Phyllostegia hirsuta; Phyllostegia kaalaensis; Phyllostegia mollis; Phyllostegia parviflora; Plantago princeps; Platanthera holochila; Polyscias gymnocarpa; Pritchardia kaalae; Pteris lidgatei; Sanicula mariversa; Sanicula purpurea; Schiedea hookeri; Schiedea kaalae; Schiedea kealiae; Schiedea nuttallii; Schiedea obovata; Schiedea trinervis; Sesbania tomentosa; Silene lanceolata; Silene perlmanii; Solanum sandwicense; Spermolepis hawaiiensis; Stenogyne kanehoana; Tetramolopium filiforme; Tetramolopium lepidotum ssp. lepidotum; Trematolobelia singularis; Urera kaalae; Vigna o-wahuensis; Viola chamissoniana ssp. chamissoniana; Viola oahuensis	<a href='http://ecos.fws.gov/docs/federal_register/fr4115.pdf' target='_blank'>FWS Link</a>	NA
"Endangered and Threatened Wildlife and Plants; Final Designation and Nondesignation of Critical Habitat for 46 Plant Species From the Island of Hawaii, HI (1 of 2)"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4117.pdf' target='_blank'>Link</a>	7/2/03	68 FR 39623 39672	50	29	1	0	0	0	27	0	1	Achyranthes mutica; Adenophorus periens; Argyroxiphium kauense; Asplenium fragile insulare; Bonamia menziesii; Clermontia drepanomorpha; Clermontia lindseyana; Clermontia peleana; Clermontia pyrularia; Colubrina oppositifolia; Cyanea copelandii ssp. copelandii; Cyanea hamatiflora ssp. carlsonii; Cyanea platyphylla; Cyanea shipmanii; Cyanea stictophylla; Cyperus fauriei; Cyrtandra giffardii; Cyrtandra tintinnabula; Delissea undulata; Diellia erecta; Flueggea neowawraea; Gouania vitifolia; Hibiscadelphus giffardianus; Hibiscadelphus hualalaiensis; Hibiscus brackenridgei; Ischaemum byrone; Isodendrion hosakae; Melicope zahlbruckneri; Neraudia ovata; Nothocestrum breviflorum; Ochrosia kilaueaensis; Phyllostegia racemosa; Phyllostegia velutina; Phyllostegia warshaueri; Plantago hawaiensis; Pleomele hawaiiensis; Portulaca sclerocarpa; Pritchardia maideniana; Pritchardia schattaueri; Sesbania tomentosa; Sicyos albus; Silene hawaiiensis; Solanum incompletum; Vigna o-wahuensis; Zanthoxylum dipetalum var. tomentosum	<a href='http://ecos.fws.gov/docs/federal_register/fr4117.pdf' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants; Listing of the Central California Distinct Population Segment of the California Tiger Salamander; Reclassification of the Sonoma County and Santa Barbara County Distinct Populations From Endangered to Threatened; Special Rule	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4118.pdf' target='_blank'>Link</a>	7/3/03	68 FR 39892 39893	2	1	0	0	0	0	1	0	0	Ambystoma californiense	<a href='http://ecos.fws.gov/docs/federal_register/fr4118.pdf' target='_blank'>FWS Link</a>	NA
"Endangered and threatened wildlife and plants; final designations or nondesignations of critical habitat for 101 plant species from the island of Oahu, HI; final rule (2 of 10)"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4124.pdf' target='_blank'>Link</a>	6/17/03	68 FR 35999 36048	50	38	1	0	0	0	37	0	0	Abutilon sandwicense; Adenophorus periens; Alectryon macrococcus; Asplenium dielfalcatum; Asplenium unisorum; Bonamia menziesii; Cenchrus agrimonioides; Centaurium sebaeoides; Colubrina oppositifolia; Ctenitis squamigera; Cyanea acuminata; Cyanea crispa; Cyanea grimesiana ssp. grimesiana; Cyanea grimesiana ssp. obatae; Cyanea humboldtiana; Cyanea koolauensis; Cyanea longiflora; Cyanea pinnatifida; Cyanea st.-johnii; Cyanea superba; Cyanea truncata; Cyperus pennatiformis; Cyperus trachysanthos; Cyrtandra crenata; Cyrtandra dentata; Cyrtandra polyantha; Cyrtandra subumbellata; Cyrtandra viridiflora; Delissea subcordata; Diellia erecta; Diplazium molokaiense; Dubautia herbstobatae; Eragrostis fosbergii; Eugenia koolauensis; Euphorbia celastroides var. kaenana; Euphorbia deppeana; Euphorbia haeleeleana; Euphorbia herbstii; Euphorbia kuwaleana; Euphorbia rockii; Flueggea neowawraea; Gardenia mannii; Gouania meyenii; Gouania vitifolia; Hesperomannia arborescens; Hesperomannia arbuscula; Hibiscus brackenridgei; Huperzia nutans; Isodendrion laurifolium; Isodendrion longifolium; Isodendrion pyrifolium; Kadua coriacea; Kadua degeneri; Kadua parvula; Labordia cyrtandrae; Lepidium arbuscula; Lipochaeta lobata var. leptophylla; Lobelia koolauensis; Lobelia monostachya; Lobelia niihauensis; Lobelia oahuensis; Lysimachia filifolia; Marsilea villosa; Melanthera tenuifolia; Melicope lydgatei; Melicope pallida; Melicope saint-johnii; Myrsine juddii; Neraudia angulata; Nototrichium humile; Panicum fauriei var. carteri; Peucedanum sandwicense; Phyllostegia hirsuta; Phyllostegia kaalaensis; Phyllostegia mollis; Phyllostegia parviflora; Plantago princeps; Platanthera holochila; Polyscias gymnocarpa; Pritchardia kaalae; Pteris lidgatei; Sanicula mariversa; Sanicula purpurea; Schiedea hookeri; Schiedea kaalae; Schiedea kealiae; Schiedea nuttallii; Schiedea obovata; Schiedea trinervis; Sesbania tomentosa; Silene lanceolata; Silene perlmanii; Solanum sandwicense; Spermolepis hawaiiensis; Stenogyne kanehoana; Tetramolopium filiforme; Tetramolopium lepidotum ssp. lepidotum; Trematolobelia singularis; Urera kaalae; Vigna o-wahuensis; Viola chamissoniana ssp. chamissoniana; Viola oahuensis	<a href='http://ecos.fws.gov/docs/federal_register/fr4124.pdf' target='_blank'>FWS Link</a>	NA
"Endangered and threatened wildlife and plants; final designations or nondesignations of critical habitat for 101 plant species from the island of Oahu, HI; final rule (3 of 10)"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4125.pdf' target='_blank'>Link</a>	6/17/03	68 FR 36049 36098	50	31	2	0	3	1	25	0	0	Abutilon sandwicense; Adenophorus periens; Alectryon macrococcus; Asplenium dielfalcatum; Asplenium unisorum; Bonamia menziesii; Cenchrus agrimonioides; Centaurium sebaeoides; Colubrina oppositifolia; Ctenitis squamigera; Cyanea acuminata; Cyanea crispa; Cyanea grimesiana ssp. grimesiana; Cyanea grimesiana ssp. obatae; Cyanea humboldtiana; Cyanea koolauensis; Cyanea longiflora; Cyanea pinnatifida; Cyanea st.-johnii; Cyanea superba; Cyanea truncata; Cyperus pennatiformis; Cyperus trachysanthos; Cyrtandra crenata; Cyrtandra dentata; Cyrtandra polyantha; Cyrtandra subumbellata; Cyrtandra viridiflora; Delissea subcordata; Diellia erecta; Diplazium molokaiense; Dubautia herbstobatae; Eragrostis fosbergii; Eugenia koolauensis; Euphorbia celastroides var. kaenana; Euphorbia deppeana; Euphorbia haeleeleana; Euphorbia herbstii; Euphorbia kuwaleana; Euphorbia rockii; Flueggea neowawraea; Gardenia mannii; Gouania meyenii; Gouania vitifolia; Hesperomannia arborescens; Hesperomannia arbuscula; Hibiscus brackenridgei; Huperzia nutans; Isodendrion laurifolium; Isodendrion longifolium; Isodendrion pyrifolium; Kadua coriacea; Kadua degeneri; Kadua parvula; Labordia cyrtandrae; Lepidium arbuscula; Lipochaeta lobata var. leptophylla; Lobelia koolauensis; Lobelia monostachya; Lobelia niihauensis; Lobelia oahuensis; Lysimachia filifolia; Marsilea villosa; Melanthera tenuifolia; Melicope lydgatei; Melicope pallida; Melicope saint-johnii; Myrsine juddii; Neraudia angulata; Nototrichium humile; Peucedanum sandwicense; Phyllostegia hirsuta; Phyllostegia kaalaensis; Phyllostegia mollis; Phyllostegia parviflora; Plantago princeps; Platanthera holochila; Polyscias gymnocarpa; Pritchardia kaalae; Pteris lidgatei; Sanicula mariversa; Sanicula purpurea; Schiedea hookeri; Schiedea kaalae; Schiedea kealiae; Schiedea nuttallii; Schiedea obovata; Schiedea trinervis; Sesbania tomentosa; Silene lanceolata; Silene perlmanii; Solanum sandwicense; Spermolepis hawaiiensis; Stenogyne kanehoana; Tetramolopium filiforme; Tetramolopium lepidotum ssp. lepidotum; Trematolobelia singularis; Urera kaalae; Vigna o-wahuensis; Viola chamissoniana ssp. chamissoniana; Viola oahuensis	<a href='http://ecos.fws.gov/docs/federal_register/fr4125.pdf' target='_blank'>FWS Link</a>	NA
"Endangered and threatened wildlife and plants; final designations or nondesignations of critical habitat for 101 plant species from the island of Oahu, HI; final rule (10 of 10)"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4133.pdf' target='_blank'>Link</a>	6/17/03	68 FR 36399 36406	8	8	0	0	0	0	8	0	0	Abutilon sandwicense; Adenophorus periens; Alectryon macrococcus; Asplenium dielfalcatum; Asplenium unisorum; Bonamia menziesii; Cenchrus agrimonioides; Centaurium sebaeoides; Colubrina oppositifolia; Ctenitis squamigera; Cyanea acuminata; Cyanea crispa; Cyanea grimesiana ssp. grimesiana; Cyanea grimesiana ssp. obatae; Cyanea humboldtiana; Cyanea koolauensis; Cyanea longiflora; Cyanea pinnatifida; Cyanea st.-johnii; Cyanea superba; Cyanea truncata; Cyperus pennatiformis; Cyperus trachysanthos; Cyrtandra crenata; Cyrtandra dentata; Cyrtandra polyantha; Cyrtandra subumbellata; Cyrtandra viridiflora; Delissea subcordata; Diellia erecta; Diplazium molokaiense; Dubautia herbstobatae; Eragrostis fosbergii; Eugenia koolauensis; Euphorbia celastroides var. kaenana; Euphorbia deppeana; Euphorbia haeleeleana; Euphorbia herbstii; Euphorbia kuwaleana; Euphorbia rockii; Flueggea neowawraea; Gardenia mannii; Gouania meyenii; Gouania vitifolia; Hesperomannia arborescens; Hesperomannia arbuscula; Hibiscus brackenridgei; Huperzia nutans; Isodendrion laurifolium; Isodendrion longifolium; Isodendrion pyrifolium; Kadua coriacea; Kadua degeneri; Kadua parvula; Labordia cyrtandrae; Lepidium arbuscula; Lipochaeta lobata var. leptophylla; Lobelia koolauensis; Lobelia monostachya; Lobelia niihauensis; Lobelia oahuensis; Lysimachia filifolia; Marsilea villosa; Melanthera tenuifolia; Melicope lydgatei; Melicope pallida; Melicope saint-johnii; Myrsine juddii; Neraudia angulata; Nototrichium humile; Peucedanum sandwicense; Phyllostegia hirsuta; Phyllostegia kaalaensis; Phyllostegia mollis; Phyllostegia parviflora; Plantago princeps; Platanthera holochila; Polyscias gymnocarpa; Pritchardia kaalae; Pteris lidgatei; Sanicula mariversa; Sanicula purpurea; Schiedea hookeri; Schiedea kaalae; Schiedea kealiae; Schiedea nuttallii; Schiedea obovata; Schiedea trinervis; Sesbania tomentosa; Silene lanceolata; Silene perlmanii; Solanum sandwicense; Spermolepis hawaiiensis; Stenogyne kanehoana; Tetramolopium filiforme; Tetramolopium lepidotum ssp. lepidotum; Trematolobelia singularis; Urera kaalae; Vigna o-wahuensis; Viola chamissoniana ssp. chamissoniana; Viola oahuensis	<a href='http://ecos.fws.gov/docs/federal_register/fr4133.pdf' target='_blank'>FWS Link</a>	NA
"Endangered and Threatened Wildlife and Plants; Final Designation and Nondesignation of Critical Habitat for 46 Plant Species From the Island of Hawaii, HI (2 of 2)"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4135.pdf' target='_blank'>Link</a>	7/2/03	68 FR 39673 39722	50	28	1	0	2	1	24	0	0	Achyranthes mutica; Adenophorus periens; Argyroxiphium kauense; Asplenium fragile insulare; Bonamia menziesii; Clermontia drepanomorpha; Clermontia lindseyana; Clermontia peleana; Clermontia pyrularia; Colubrina oppositifolia; Cyanea copelandii ssp. copelandii; Cyanea hamatiflora ssp. carlsonii; Cyanea platyphylla; Cyanea shipmanii; Cyanea stictophylla; Cyperus fauriei; Cyrtandra giffardii; Cyrtandra tintinnabula; Delissea undulata; Diellia erecta; Flueggea neowawraea; Gouania vitifolia; Hibiscadelphus giffardianus; Hibiscadelphus hualalaiensis; Hibiscus brackenridgei; Ischaemum byrone; Isodendrion hosakae; Melicope zahlbruckneri; Neraudia ovata; Nothocestrum breviflorum; Ochrosia kilaueaensis; Phyllostegia racemosa; Phyllostegia velutina; Phyllostegia warshaueri; Plantago hawaiensis; Pleomele hawaiiensis; Portulaca sclerocarpa; Pritchardia maideniana; Pritchardia schattaueri; Sesbania tomentosa; Sicyos albus; Silene hawaiiensis; Solanum incompletum; Vigna o-wahuensis; Zanthoxylum dipetalum var. tomentosum	<a href='http://ecos.fws.gov/docs/federal_register/fr4135.pdf' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants; Notice of Remanded   Determination of Status for the Contiguous United States Distinct   Population Segment of the Canada Lynx; Clarification of Findings; Final   Rule	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4137.pdf' target='_blank'>Link</a>	7/3/03	68 FR 40076 40101	27	19	0	0	0	0	19	0	0	Lynx canadensis	<a href='http://ecos.fws.gov/docs/federal_register/fr4137.pdf' target='_blank'>FWS Link</a>	NA
"Notice of Availability of an Agency Draft Recovery Plan for the  Endangered Fat Threeridge (Amblema neislerii), Shinyrayed Pocketbook Lampsilis subangulata), Gulf Moccasinshell (Medionidus penicillatus), Ochlockonee Moccasinshell (Medionidus simpsonianus), and Oval Pigtoe (Pleurobema pyriforme), and the Threatened Chipola Slabshell (Elliptio chipolaensis) and Purple Bankclimber (Elliptoideus sloatianus), for Review and Comment"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4139.pdf' target='_blank'>Link</a>	7/17/03	68 FR 42419 42420	2	3	0	0	0	0	2	1	0	Amblema neislerii; Elliptio chipolaensis; Elliptoideus sloatianus; Lampsilis subangulata; Medionidus penicillatus; Medionidus simpsonianus; Pleurobema pyriforme	<a href='http://ecos.fws.gov/docs/federal_register/fr4139.pdf' target='_blank'>FWS Link</a>	NA
"Endangered and Threatened Wildlife and Plants; Designation of Critical Habitat for 60 Plant Species from the Islands of Maui and Kahoolawe, HI (1 of 5)"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr4140.pdf' target='_blank'>Link</a>	5/14/03	68 FR 25934 25982	50	68	0	1	19	8	39	0	1	Alectryon macrococcus; Argyroxiphium sandwicense ssp. macrocephalum; Asplenium fragile insulare; Bidens micrantha ssp. kalealaha; Bonamia menziesii; Brighamia rockii; Cenchrus agrimonioides; Centaurium sebaeoides; Clermontia lindseyana; Clermontia oblongifolia ssp. mauiensis; Clermontia samuelii; Colubrina oppositifolia; Ctenitis squamigera; Cyanea copelandii ssp. haleakalaensis; Cyanea glabra; Cyanea grimesiana ssp. grimesiana; Cyanea hamatiflora ssp. hamatiflora; Cyanea lobata; Cyanea mceldowneyi; Cyperus pennatiformis; Cyrtandra munroi; Diellia erecta; Diplazium molokaiense; Dubautia plantaginea ssp. humilis; Flueggea neowawraea; Geranium arboreum; Geranium multiflorum; Gouania vitifolia; Hedyotis mannii; Hesperomannia arbuscula; Hibiscus brackenridgei; Huperzia mannii; Ischaemum byrone; Isodendrion pyrifolium; Kadua coriacea; Kanaloa kahoolawensis; Lipochaeta kamolensis; Lysimachia lydgatei; Melicope adscendens; Melicope balloui; Melicope knudsenii; Melicope mucronulata; Melicope ovalis; Neraudia sericea; Nototrichium humile; Peucedanum sandwicense; Phyllostegia mannii; Phyllostegia mollis; Plantago princeps; Platanthera holochila; Pteris lidgatei; Remya mauiensis; Sanicula purpurea; Schiedea haleakalensis; Sesbania tomentosa; Spermolepis hawaiiensis; Tetramolopium capillare; Tetramolopium remyi; Vigna o-wahuensis; Zanthoxylum hawaiiense	<a href='http://ecos.fws.gov/docs/federal_register/fr4140.pdf' target='_blank'>FWS Link</a>	NA
